company_name,category,website,career_page,career_page_status,career_page_source,skip,skip_reason
Rain,Startups,https://www.rain.xyz,https://jobs.ashbyhq.com/rain,manual:ok,manual,false,
Replit,Startups,https://replit.com,https://replit.com/careers,ok:200,auto,false,
Runway,Startups,https://runwayml.com,https://runway.com/careers,ok:200,auto,false,
SEON,Startups,https://seon.io,https://jobs.ashbyhq.com/seon,manual:ok,manual,false,
SecurityScorecard,Startups,https://securityscorecard.com,https://job-boards.greenhouse.io/securityscorecard,manual:ok,manual,false,
Semperis,Startups,https://www.semperis.com,https://jobs.ashbyhq.com/semperis,manual:ok,manual,false,
Sierra,Startups,https://sierra.ai,https://jobs.ashbyhq.com/sierra,manual:ok,manual,false,
Skims,Startups,https://skims.com,https://skims.pinpointhq.com/,manual:ok,manual,false,
Spring Health,Startups,https://www.springhealth.com,https://careers.springhealth.com,ok:200,auto,false,
Statsig,Startups,https://www.statsig.com,https://www.statsig.com/careers,ok:200,auto,false,
Strava,Startups,https://www.strava.com,https://jobs.ashbyhq.com/strava,manual:ok,manual,false,
Stripe,Startups,https://stripe.com,https://job-boards.greenhouse.io/stripe,manual:ok,manual,false,
Suno,Startups,https://suno.com,https://jobs.ashbyhq.com/suno,ok:200,auto,false,
TRM Labs,Startups,https://www.trmlabs.com,https://www.trmlabs.com/careers,ok:200,auto,false,
Temporal Technologies,Startups,https://temporal.io,https://temporal.io/careers,ok:200,auto,false,
Thinking Machines Lab,Startups,https://thinkingmachines.ai,https://job-boards.greenhouse.io/thinkingmachines,ok:200,auto,false,
VAST Data,Startups,https://www.vastdata.com,https://www.vastdata.com/careers,ok:200,auto,false,
Valence,Startups,https://www.valence.co,https://www.valence.co/careers,ok:200,auto,false,
Vectara,Startups,https://vectara.com,https://www.vectara.com/company/careers-and-culture,ok:200,auto,false,
Windsurf,Startups,https://windsurf.com,https://jobs.ashbyhq.com/cognition,ok:200,auto,false,
WorkFusion,Startups,https://www.workfusion.com,https://www.workfusion.com/careers/,ok:200,auto,false,
Workato,Startups,https://www.workato.com,https://job-boards.greenhouse.io/workato,manual:ok,manual,false,
Writer,Startups,https://writer.com,https://jobs.ashbyhq.com/writer,manual:ok,manual,false,
X-energy,Startups,https://x-energy.com,https://x-energy.com/careers/,ok:200,auto,false,
You.com,Startups,https://you.com,https://job-boards.greenhouse.io/youcom,manual:ok,manual,false,
Zania,Startups,https://www.zania.ai,https://zania.ai/careers,ok:200,auto,false,
Zerohash,Startups,https://zerohash.com,https://zero-hash.breezy.hr/,ok:200,auto,false,
xAI,Startups,https://x.ai,https://job-boards.greenhouse.io/xai,manual:ok,manual,false,
8x8,Top Targets,https://www.8x8.com,https://jobs.smartrecruiters.com/8x8Inc,manual:ok,manual,false,
A Place for Mom,Top Targets,http://www.aplaceformom.com,https://www.aplaceformom.com/about/careers,ok:200,auto,false,
ABOUT YOU,Top Targets,https://aboutyou.com,https://www.aboutyou.com/about-us/careers,ok:200,auto,false,
ASOS,Top Targets,http://www.asos.com,https://www.asoscareers.com/,ok:200,auto,false,
AVIV Group,Top Targets,https://www.aviv-group.com,,fail:404,,true,No public career page (404)
Achieve,Top Targets,https://www.achieve.com,https://careers.achieve.com,ok:200,auto,false,
Affirm,Top Targets,https://www.affirm.com,https://www.affirm.com/careers,ok:200,auto,false,
Airbnb,Top Targets,https://www.airbnb.com,https://careers.airbnb.com/positions/?_departments=engineering | https://careers.airbnb.com/positions/,manual:ok,manual,false,
Altvia,Top Targets,https://altvia.com,https://altvia.com/careers/,ok:200,auto,false,
Amobee,Top Targets,https://nexxen.com,https://jobs.ashbyhq.com/nexxen,manual:ok,manual,false,
Ancestry,Top Targets,http://ancestry.com,https://careers.ancestry.com/jobs/search?page=1&department_uids%5B%5D=a47151c9616461428cd4fcf84e33e5c4&department_uids%5B%5D=c52b6a502d66a4b73cde7cc7acd4a7f1&department_uids%5B%5D=5a15eb2712a42b62389fdde4ddccbca4&query=,manual:ok,manual,false,
Asurion,Top Targets,http://www.asurion.com,https://careers.asurion.com/us/en/search-results,manual:ok,manual,false,
Atlassian,Top Targets,https://www.atlassian.com,https://www.atlassian.com/company/careers/all-jobs?team=Product%20Management%2CEngineering%2CSecurity&location=&search=,manual:ok,manual,false,
AutoScout24,Top Targets,http://www.autoscout24.de,,fail:403,,true,No public career page (403)
Avalara,Top Targets,http://www.avalara.com,https://app.careerpuck.com/job-board/avalara,manual:ok,manual,false,
BILL,Top Targets,http://www.bill.com,https://job-boards.greenhouse.io/billcom,manual:ok,manual,false,
Banyan Software,Top Targets,https://banyansoftware.com,https://job-boards.greenhouse.io/banyansoftware,manual:ok,manual,false,
Bond (fractional aviation solution),Top Targets,https://bond.co,,fail:404,,true,No public career page (404)
BrightDrop,Top Targets,https://www.gobrightdrop.com,https://search-careers.gm.com/en/jobs/,ok:200,auto,false,
Bumble,Top Targets,http://bumble.com,https://jobs.ashbyhq.com/bumble-inc,manual:ok,manual,false,
CCC Information Services,Top Targets,http://www.cccis.com,https://www.cccis.com/about/careers,ok:200,auto,false,
Capital One,Top Targets,http://www.capitalone.com,https://www.capitalonecareers.com/category/engineering-jobs/234/29016/1 | https://www.capitalonecareers.com/category/technology-jobs/234/4412/1 | https://www.capitalonecareers.com/category/product-jobs/234/60799/1,manual:ok,manual,false,
Cast & Crew Entertainment Services,Top Targets,http://www.castandcrew.com,https://www.castandcrew.com/careers/,ok:200,auto,false,
Credit Acceptance,Top Targets,http://www.creditacceptance.com,https://creditacceptance.wd5.myworkdayjobs.com/Credit_Acceptance,ok:200,auto,false,
Cruise,Top Targets,http://www.getcruise.com,https://search-careers.gm.com/en/jobs/,manual:ok,manual,false,
Datadog,Top Targets,https://www.datadoghq.com,https://job-boards.greenhouse.io/datadog,manual:ok,manual,false,
Datto,Top Targets,http://datto.com,https://job-boards.greenhouse.io/kaseya,manual:ok,manual,false,
"Diligent (Software Development, IP Portco)",Top Targets,http://diligent.com,https://job-boards.greenhouse.io/diligentcorporation,manual:ok,manual,false,
DoorDash,Top Targets,http://www.doordash.com,https://careersatdoordash.com/job-search/,manual:ok,manual,false,
Dropbox,Top Targets,https://www.dropbox.com,https://job-boards.greenhouse.io/dropbox,manual:ok,manual,false,
Elastic,Top Targets,https://www.elastic.co,https://job-boards.greenhouse.io/elastic,manual:ok,manual,false,
Ellucian,Top Targets,http://www.ellucian.com,https://careers.ellucian.com/careers-home/jobs,manual:ok,manual,false,
Eurowag,Top Targets,http://www.eurowag.com,https://www.eurowag.com/company/career,ok:200,auto,false,
Fastly,Top Targets,http://www.fastly.com,https://job-boards.greenhouse.io/fastly,manual:ok,manual,false,
Five Below,Top Targets,http://www.fivebelow.com,https://careers.fivebelow.com/us/en/search-results,manual:ok,manual,false,
Five9,Top Targets,http://www.five9.com,https://job-boards.greenhouse.io/five9,manual:ok,manual,false,
Flexera,Top Targets,https://www.flexera.com,https://flexerasoftware.wd1.myworkdayjobs.com/FlexeraSoftware,ok:200,auto,false,
GitHub,Top Targets,https://github.com,https://www.github.careers/careers-home/jobs,manual:ok,manual,false,
GoPro,Top Targets,https://gopro.com,https://jobs.gopro.com/en/us?,ok:200,auto,false,
Google,Top Targets,https://www.google.com,https://www.google.com/about/careers/applications/jobs/results/,manual:ok,manual,false,
Grammarly,Top Targets,https://superhuman.com,https://superhuman.com/company/careers,manual:ok,manual,false,
Groupon,Top Targets,http://www.groupon.com,https://www.grouponcareers.com/,ok:200,auto,false,
Grubhub,Top Targets,http://www.grubhub.com,https://wonder.wd1.myworkdayjobs.com/en-US/grubhub_careers,manual:ok,manual,false,
HoodCPA's,Top Targets,https://hoodcpas.com,,fail:503,,true,No public career page (503)
HubSpot,Top Targets,http://www.hubspot.com,https://www.hubspot.com/careers/jobs,manual:ok,manual,false,
Hulu,Top Targets,https://www.hulu.com,https://jobs.disneycareers.com/search-jobs/Hulu,manual:ok,manual,false,
Hyland,Top Targets,http://www.hyland.com,https://www.hyland.com/en/company/careers,ok:200,auto,false,
InMarket,Top Targets,http://www.inmarket.com,https://job-boards.greenhouse.io/inmarket,manual:ok,manual,false,
Independence Pet Holdings,Top Targets,https://www.independencepetgroup.com,https://www.independencepetgroup.com/careers/,ok:200,auto,false,
Infoblox,Top Targets,http://www.infoblox.com,https://www.infoblox.com/company/careers/,ok:200,auto,false,
InformData,Top Targets,https://www.informdata.com,https://www.informdata.com/careers,ok:200,auto,false,
Inseego,Top Targets,http://www.inseego.com,https://inseego.com/company/careers/,ok:200,auto,false,
Insightsoftware,Top Targets,https://www.insightsoftware.com,https://insightsoftware.com/,ok:200,auto,false,
Lantern,Top Targets,https://lanterncare.com,http://lanterncare.com/about-us/careers/,ok:200,auto,false,
Life360,Top Targets,http://www.life360.com,https://job-boards.greenhouse.io/life360,manual:ok,manual,false,
LinkedIn,Top Targets,https://www.linkedin.com,https://careers.linkedin.com,ok:200,auto,false,
LogicMonitor,Top Targets,http://www.logicmonitor.com,https://www.logicmonitor.com/careers,ok:200,auto,false,
Lytx,Top Targets,http://www.lytx.com,https://www.lytx.com/about-us/careers,ok:200,auto,false,
McAfee,Top Targets,http://www.mcafee.com,https://job-boards.greenhouse.io/mcafee,manual:ok,manual,false,
Merative,Top Targets,https://www.merative.com,https://www.merative.com/careers,ok:200,auto,false,
Model N,Top Targets,http://www.modeln.com,https://www.modeln.com/company/careers/,ok:200,auto,false,
Move,Top Targets,http://www.move.com,,fail:403,,true,No public career page (403)
NetDocuments,Top Targets,http://netdocuments.com,https://www.netdocuments.com/company/careers/,ok:200,auto,false,
Nielsen,Top Targets,https://www.nielsen.com,https://www.nielsen.com/careers/,ok:200,auto,false,
Octus (fka Reorg),Top Targets,https://octus.com,https://octus.com/company/careers/,ok:200,auto,false,
Okta,Top Targets,http://www.okta.com,https://job-boards.greenhouse.io/okta,manual:ok,manual,false,
Oracle,Top Targets,https://www.oracle.com,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/jobs,manual:ok,manual,false,
PDI Technologies,Top Targets,https://pditechnologies.com,https://pditechnologies.com/careers/,ok:200,auto,false,
PagerDuty,Top Targets,http://www.pagerduty.com,https://job-boards.greenhouse.io/pagerduty,manual:ok,manual,false,
Palo Alto Networks,Top Targets,http://www.paloaltonetworks.com,https://jobs.paloaltonetworks.com/en,ok:200,auto,false,
Panasonic Avionics,Top Targets,http://www.panasonic.aero,https://careers.na.panasonic.com/careers-home/jobs,manual:ok,manual,false,
PayPal,Top Targets,https://www.paypal.com/home,https://paypal.wd1.myworkdayjobs.com/jobs,manual:ok,manual,false,
PracticeTek,Top Targets,https://practicetek.com,https://www.practicetek.com/careers,ok:200,auto,false,
Real Chemistry,Top Targets,https://www.realchemistry.com,https://www.realchemistry.com/careers/working-at-rc/,ok:200,auto,false,
Redfin,Top Targets,https://www.redfin.com,https://quickenloans.wd5.myworkdayjobs.com/rocket_careers,manual:ok,manual,false,
Redpin (fka Currencies Direct),Top Targets,https://www.redpincompany.com,https://job-boards.greenhouse.io/currenciesdirect,manual:ok,manual,false,
ResMed,Top Targets,http://www.resmed.com,https://resmed.wd3.myworkdayjobs.com/ResMed_External_Careers,manual:ok,manual,false,
Revolution Medicines,Top Targets,https://www.revmed.com,https://job-boards.greenhouse.io/revolutionmedicines,manual:ok,manual,false,
Sonos DO NOT REPRESENT,Top Targets,http://www.sonos.com,https://sonos.wd1.myworkdayjobs.com/Sonos,ok:200,auto,false,
Standard Industries,Top Targets,https://www.standardindustries.com,https://standardindustries.com/careers,ok:200,auto,false,
Storable,Top Targets,https://www.storable.com,https://www.storable.com/about-us/culture/careers/,manual:ok,manual,false,
Superbet Group,Top Targets,https://superbetgroup.com,https://www.super.xyz/careers/,manual:ok,manual,false,
Tempo,Top Targets,https://www.tempo.io,https://www.tempo.io/careers,ok:200,auto,false,
Ten-X (fka Auction.com),Top Targets,http://ten-x.com,,fail:403,,true,No public career page (403)
The Aspen Group,Top Targets,https://www.teamtag.com,https://www.linkedin.com/jobs/search/?f_C=79870456&geoId=103644278,manual:ok,manual,true,LinkedIn-only board; robots blocked
The New York Times,Top Targets,https://www.nytimes.com,https://job-boards.greenhouse.io/thenewyorktimes,manual:ok,manual,false,
Trellix,Top Targets,http://www.trellix.com,https://careers.trellix.com,ok:200,auto,false,
Tricentis,Top Targets,https://tricentis.com,https://www.tricentis.com/company/careers,ok:200,auto,false,
TrueCommerce,Top Targets,http://www.truecommerce.com,https://www.truecommerce.com/about-us/careers/,ok:200,auto,false,
TubeMogul,Top Targets,https://advertising.adobe.com,,fail:404,,true,No public career page (404; Adobe acquired)
Twilio,Top Targets,https://www.twilio.com,https://jobs.twilio.com/careers,ok:200,auto,false,
Uber,Top Targets,http://www.uber.com,https://jobs.uber.com/en/,ok:200,auto,false,
Upwork,Top Targets,https://www.upwork.com,https://job-boards.greenhouse.io/upwork,manual:ok,manual,false,
Vista Equity Partners,Top Targets,https://www.vistaequitypartners.com,https://www.vistaequitypartners.com/careers/,ok:200,auto,true,No public ATS board found for PE firm
Waymo,Top Targets,https://waymo.com,https://job-boards.greenhouse.io/waymo,manual:ok,manual,false,
Weight Watchers,Top Targets,https://www.weightwatchers.com,https://job-boards.greenhouse.io/ww,manual:ok,manual,false,
Wendy's,Top Targets,https://www.wendys.com,https://wendys-careers.com/,ok:200,auto,false,
Xero Inc,Top Targets,http://xero.com,https://jobs.ashbyhq.com/xero,manual:ok,manual,false,
Yahoo! Inc,Top Targets,http://www.yahoo.com,https://ouryahoo.wd5.myworkdayjobs.com/careers,manual:ok,manual,false,
Zappos,Top Targets,http://www.zappos.com,https://www.amazon.jobs/en/search.json?base_query=zappos&offset=0&result_limit=100,manual:ok,manual,false,
Zendesk,Top Targets,https://www.zendesk.com,https://zendesk.wd1.myworkdayjobs.com/en-US/zendesk,manual:ok,manual,false,
eBay,Top Targets,https://www.ebay.com,https://jobs.ebayinc.com/us/en/search-results,manual:ok,manual,false,
